Subject ID,Trial ID,Windows Timestamp,Simulation Timestamp,Hypothesis,Hypothesis Callout,Hypothesis CalloutID,Transcribed Utterance,Transcribed Callout,Transcribed Callout ID,Confidence
31,15,20141215-144040-655,3.003,four fifty feet,450 ft,1,four fifty feet,450 ft,1,0.9293073
31,15,20141215-144044-565,6.913,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9453737
31,15,20141215-144053-380,15.728,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9143026
31,15,20141215-144056-235,18.583,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.7993622
31,15,20141215-144058-853,21.201,one fifty feet,150 ft,11,two hundred  fifty feet,250 ft,6,0.7937142
31,15,20141215-144100-693,23.041,comm light,0,-1,,0,-1,0.7033384
31,15,20141215-144104-442,26.79,one twenty feet,120 ft,15,two hundred twenty five feet,225 ft,7,0.9297609
31,15,20141215-144112-050,34.398,one,1 ft,-1,one,1 ft,-1,0.9499353
31,15,20141215-144113-672,36.02,six percent fuel,6%,9,six percent fuel,6%,9,0.8962727
31,15,20141215-144115-040,37.388,five feet,5 ft,-1,one seventy five feet,175 ft,10,0.9420264
31,15,20141215-144122-962,45.31,one fifty feet,150 ft,11,one fifty feet,150 ft,11,0.8999194
31,15,20141215-144125-047,47.395,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9463904
31,15,20141215-144128-262,50.61,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8799008
31,15,20141215-144130-012,52.36,five percent fuel,5%,13,five percent fuel,5%,13,0.9317272
31,15,20141215-144134-420,56.768,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9341091
31,15,20141215-144137-134,59.482,five,5 ft,-1,,0,-1,0.8444993
31,15,20141215-144140-270,62.618,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8411075
31,15,20141215-144143-889,66.237,one hundred and forty,140 ft,12,one hundred feet four percent fuel,"4 %, 100 ft","18, 17",0.7710169
31,15,20141215-144149-824,72.172,eighty feet,80 ft,-1,eighty feet,80 ft,-1,0.9508643
31,16,20141215-144207-514,2.933,four fifty,450 ft,1,four hundred fifty feet,450 ft,1,0.9045076
31,16,20141215-144211-279,6.698,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9191194
31,16,20141215-144214-247,9.666,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.9349409
31,16,20141215-144219-309,14.728,seven percent fuel,7%,4,seven percent fuel,7%,4,0.8616949
31,16,20141215-144221-037,16.456,one,1 ft,-1,,0,-1,0.7486106
31,16,20141215-144227-069,22.488,two hundred fifty,250 ft,6,two hundred fifty,250 ft,6,0.7031621
31,16,20141215-144231-434,26.853,two hundred fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.8915938
31,16,20141215-144235-462,30.881,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9485787
31,16,20141215-144239-679,35.098,one hundred and fifty,150 ft,11,one hundred seventy five feet,175 ft,10,0.7645192
31,16,20141215-144245-192,40.611,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.8765588
31,16,20141215-144247-757,43.176,one hundred forty,140 ft,12,one hundred forty feet,140 ft,12,0.9444595
31,16,20141215-144250-704,46.123,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9090227
31,16,20141215-144252-439,47.858,one,1 ft,-1,,0,-1,0.7445877
31,16,20141215-144255-509,50.928,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9430145
31,16,20141215-144257-059,52.478,five percent fuel,5%,13,five percent fuel,5%,13,0.9230213
31,16,20141215-144301-062,56.481,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9245011
31,16,20141215-144307-777,63.196,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9174978
31,16,20141215-144312-189,67.608,...,0,-1,,0,-1,1
31,16,20141215-144313-962,69.381,four percent fuel,4%,18,four percent fuel,4%,18,0.78746
31,16,20141215-144316-344,71.763,eighty,80 ft,-1,e,0,-1,0.7156537
31,16,20141215-144319-256,74.675,four feet,4 ft,-1,four six,46 ft,-1,0.8548272
31,17,20141215-144331-738,2.436,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.6355273
31,17,20141215-144339-983,10.681,three hundred fifty,350 ft,3,three hundred fifty feet,350 ft,3,0.7547621
31,17,20141215-144342-756,13.454,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9220392
31,17,20141215-144345-808,16.506,thirty,30 ft,-1,three hundred feet,300 ft,5,0.8859111
31,17,20141215-144351-798,22.496,two hundred fifty,250 ft,6,two hundred fifty feet,250 ft,6,0.9316906
31,17,20141215-144359-958,30.656,one hundred twenty,120 ft,15,two hundred feet,200 ft,8,0.6664678
31,17,20141215-144403-516,34.214,one hundred and ten feet,110 ft,16,one hundred seventy five feet,175 ft,10,0.807765
31,17,20141215-144408-586,39.284,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9261256
31,17,20141215-144412-361,43.059,six percent fuel,6%,9,six percent fuel,6%,9,0.9453713
31,17,20141215-144413-701,44.399,one forty,140 ft,12,one hundred forty feet,140 ft,12,0.9188355
31,17,20141215-144417-373,48.071,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8913147
31,17,20141215-144421-970,52.668,five percent fuel,5%,13,five percent fuel,5%,13,0.8264703
31,17,20141215-144423-185,53.883,twenty,20 ft,-1,twenty feet,20 ft,-1,0.8810865
31,17,20141215-144426-245,56.943,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9193823
31,17,20141215-144434-823,65.521,one feet,1 ft,-1,one hundred feet,100 ft,17,0.9098104
31,17,20141215-144438-618,69.316,four percent fuel,4%,18,four percent fuel,4%,18,0.9417766
31,17,20141215-144444-043,74.741,four,4 ft,-1,four,4 ft,-1,0.9570937
31,18,20141215-144453-265,0.132,...,0,-1,,0,-1,1
31,18,20141215-144455-567,2.434,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9391359
31,18,20141215-144459-967,6.834,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9527879
31,18,20141215-144508-365,15.232,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.955128
31,18,20141215-144510-865,17.732,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8640535
31,18,20141215-144515-595,22.462,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.7652949
31,18,20141215-144523-880,30.747,ten feet,10 ft,-1,two hundred feet,200 ft,8,0.6431618
31,18,20141215-144530-875,37.742,one hundred and fifty,150 ft,11,one hundred seventy five feet,175 ft,10,0.6480302
31,18,20141215-144533-997,40.864,one,1 ft,-1,,0,-1,0.7783803
31,18,20141215-144537-200,44.067,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.8801244
31,18,20141215-144540-615,47.482,six percent fuel,6%,9,six percent fuel,6%,9,0.8803159
31,18,20141215-144543-732,50.599,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9186121
31,18,20141215-144545-704,52.571,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9323994
31,18,20141215-144550-587,57.454,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9408056
31,18,20141215-144601-874,68.741,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9067392
31,18,20141215-144603-874,70.741,four percent fuel,4%,18,four percent fuel,4%,18,0.8935722
31,18,20141215-144615-004,81.871,one feet,1 ft,-1,one hundred feet,100 ft,17,0.9387918
31,18,20141215-144619-614,86.481,three percent fuel,3%,-1,three percent fuel,3%,-1,0.9328169
31,18,20141215-144623-847,90.714,four,4 ft,-1,four,4 ft,-1,0.954642
31,19,20141215-144637-827,2.964,four hundred fifty,450 ft,1,four hundred fifty feet,450 ft,1,0.8558304
31,19,20141215-144639-789,4.926,...,0,-1,shit,0,-1,1
31,19,20141215-144645-474,10.611,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.9415379
31,19,20141215-144648-317,13.454,seven percent fuel,7%,4,seven percent fuel,7%,4,0.8985807
31,19,20141215-144650-874,16.011,thirty,30 ft,-1,three hundred feet,300 ft,5,0.785684
31,19,20141215-144656-109,21.246,one ten feet,110 ft,16,two hundred fifty feet,250 ft,6,0.6549407
31,19,20141215-144657-769,22.906,ten,10 ft,-1,,0,-1,0.8264847
31,19,20141215-144705-913,31.05,ten feet,10 ft,-1,two hundred feet,200 ft,8,0.9004027
31,19,20141215-144709-118,34.255,one percent fuel,1%,-1,one seventy five feet,175 ft,10,0.8861267
31,19,20141215-144718-817,43.954,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.934758
31,19,20141215-144723-517,48.654,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9369574
31,19,20141215-144729-517,54.654,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8457769
31,19,20141215-144731-089,56.226,one ten percent fuel,110%,-1,five percent fuel,5%,13,0.6798856
31,19,20141215-144734-331,59.468,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.8097159
31,19,20141215-144739-061,64.198,four percent fuel,4%,18,four percent fuel,4%,18,0.6508923
31,19,20141215-144744-679,69.816,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9185008
31,19,20141215-144754-334,79.471,one ten feet,110 ft,16,one hundred feet,100 ft,17,0.9227452
31,19,20141215-144800-674,85.811,three percent fuel,3%,-1,three percent fuel,3%,-1,0.6064981
31,19,20141215-144805-049,90.186,...,0,-1,spacing off there uh...,0,-1,1
31,20,20141215-144840-879,3.315,four fifty,450 ft,1,four hundred fifty feet,450 ft,1,0.9271671
31,20,20141215-144844-174,6.61,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9395583
31,20,20141215-144848-162,10.598,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7615708
31,20,20141215-144853-042,15.478,three hundred,300 ft,5,three hundred,300 ft,5,0.9531672
31,20,20141215-144857-317,19.753,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.7075635
31,20,20141215-144859-599,22.035,two fifty,250 ft,6,two hundred fifty feet,250 ft,6,0.7342054
31,20,20141215-144907-519,29.955,one fifty,150 ft,11,two twenty five fifty,22550 ft,-1,0.6068887
31,20,20141215-144909-964,32.4,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9501499
31,20,20141215-144912-842,35.278,one hundred,100 ft,17,one hundred,100 ft,17,0.953655
31,20,20141215-144918-224,40.66,six percent fuel,6%,9,six percent fuel,6%,9,0.8193227
31,20,20141215-144921-284,43.72,one hundred fifty,150 ft,11,one hundred fifty feet,150 ft,11,0.919813
31,20,20141215-144925-904,48.34,one forty,140 ft,12,one hundred forty feet,140 ft,12,0.8980582
31,20,20141215-144929-797,52.233,five percent fuel,5%,13,five percent fuel,5%,13,0.9398532
31,20,20141215-144931-569,54.005,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9230877
31,20,20141215-144932-644,55.08,one ten,110 ft,16,,0,-1,0.7048737
31,20,20141215-144937-639,60.075,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9086465
31,20,20141215-144944-199,66.635,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8697657
31,20,20141215-144949-524,71.96,four percent fuel,4%,18,four percent fuel,4%,18,0.8998706
31,20,20141215-144953-193,75.629,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9357892
31,21,20141215-145015-937,3.16,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.8406078
31,21,20141215-145019-765,6.988,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9429057
31,21,20141215-145023-312,10.535,thirty feet,30 ft,-1,three hundred fifty feet,350 ft,3,0.7571721
31,21,20141215-145031-112,18.335,seven percent fuel,7%,4,seven percent fuel,7%,4,0.6481826
31,21,20141215-145032-582,19.805,comm light,0,-1,,0,-1,0.8162931
31,21,20141215-145056-500,43.723,four fifty feet,450 ft,1,one hundred fifty feet,150 ft,11,0.8569866
31,21,20141215-145101-807,49.03,forty feet,40 ft,-1,one forty feet,140 ft,12,0.808166
31,21,20141215-145104-500,51.723,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.7558721
31,21,20141215-145108-107,55.33,ten,10 ft,-1,,0,-1,0.8558658
31,21,20141215-145109-777,57,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.8751948
31,21,20141215-145116-107,63.33,one hundred and ten feet,110 ft,16,one hundred and ten feet,110 ft,16,0.9299008
31,21,20141215-145122-215,69.438,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9059541
31,21,20141215-145123-717,70.94,four percent fuel,4%,18,four percent fuel,4%,18,0.8373874
31,21,20141215-145126-027,73.25,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.7799523
31,22,20141215-145144-700,2.898,four fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.919549
31,22,20141215-145148-126,6.324,four feet,4 ft,-1,four hundred feet,400 ft,2,0.8964092
31,22,20141215-145156-032,14.23,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.9140586
31,22,20141215-145203-035,21.233,two fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.8478219
31,22,20141215-145209-022,27.22,two hundred fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.7450032
31,22,20141215-145218-794,36.992,one hundred and fifty,150 ft,11,one hundred seventy five feet,175 ft,10,0.6933214
31,22,20141215-145220-614,38.812,six percent fuel,6%,9,six percent fuel,6%,9,0.8105933
31,22,20141215-145227-082,45.28,one fifty,150 ft,11,one hundred fifty feet,150 ft,11,0.752785
31,22,20141215-145229-724,47.922,blue light,0,-1,,0,-1,0.6891519
31,22,20141215-145232-261,50.459,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.930712
31,22,20141215-145235-746,53.944,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.8553143
31,22,20141215-145241-561,59.759,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9522912
31,22,20141215-145249-389,67.587,one ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8796148
31,22,20141215-145250-969,69.167,four percent fuel,4%,18,four percent fuel,4%,18,0.9357942
31,22,20141215-145302-049,80.247,one feet,1 ft,-1,one hundred feet,100 ft,17,0.8718137
31,23,20141215-145320-066,3.141,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.9008596
31,23,20141215-145323-784,6.859,four feet,4 ft,-1,four hundred feet,400 ft,2,0.9353951
31,23,20141215-145327-656,10.731,three hundred feet,300 ft,5,three hundred fifty feet,350 ft,3,0.6713077
31,23,20141215-145331-591,14.666,ten percent fuel,10%,-1,seven percent fuel,7%,4,0.8190365
31,23,20141215-145352-534,35.609,one hundred and fifty,150 ft,11,one hundred seventy five feet,175 ft,10,0.7759324
31,23,20141215-145401-315,44.39,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.8572455
31,23,20141215-145403-420,46.495,six percent fuel,6%,9,six percent fuel,6%,9,0.7523485
31,23,20141215-145404-690,47.765,...,0,-1,percent fuel,0%,-1,1
31,23,20141215-145406-003,49.078,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9471506
31,23,20141215-145407-115,50.19,one,1 ft,-1,,0,-1,0.7299975
31,23,20141215-145408-478,51.553,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.9294584
31,23,20141215-145409-613,52.688,one,1 ft,-1,,0,-1,0.7366152
31,23,20141215-145413-223,56.298,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9274341
31,23,20141215-145419-960,63.035,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.9008411
31,23,20141215-145423-380,66.455,four percent fuel,4%,18,four percent fuel,4%,18,0.9243208
31,23,20141215-145424-635,67.71,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9076847
31,23,20141215-145429-268,72.343,...,0,-1,,0,-1,1
31,24,20141215-145501-888,2.823,four fifty,450 ft,1,four hundred fifty,450 ft,1,0.9504138
31,24,20141215-145506-073,7.008,forty,40 ft,-1,four hundred feet,400 ft,2,0.8283707
31,24,20141215-145512-898,13.833,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9438105
31,24,20141215-145514-275,15.21,thirty,30 ft,-1,three hundred feet,300 ft,5,0.6709341
31,24,20141215-145520-925,21.86,one fifty feet,150 ft,11,two hundred fifty feet,250 ft,6,0.8472785
31,24,20141215-145526-543,27.478,five feet,5 ft,-1,two hundred twenty five feet,225 ft,7,0.7364274
31,24,20141215-145529-168,30.103,twenty,20 ft,-1,two hundred feet,200 ft,8,0.6995386
31,24,20141215-145532-728,33.663,one hundred ten feet,110 ft,16,one hundred seventy five feet,175 ft,10,0.8825514
31,24,20141215-145535-380,36.315,six percent fuel,6%,9,six percent fuel,6%,9,0.7389229
31,24,20141215-145539-635,40.57,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9369541
31,24,20141215-145543-433,44.368,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8978572
31,24,20141215-145545-168,46.103,six percent fuel,6%,9,six percent fuel,6%,9,0.6845676
31,24,20141215-145547-478,48.413,ten percent fuel,10%,-1,five percent fuel,5%,13,0.7212144
31,24,20141215-145548-275,49.21,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.6685146
31,24,20141215-145551-813,52.748,one hundred and ten feet,110 ft,16,one hundred and ten feet,110 ft,16,0.9510137
31,24,20141215-145558-110,59.045,one thirty,130 ft,14,one hundred feet,100 ft,17,0.8828182
31,24,20141215-145601-132,62.067,ninety feet,90 ft,-1,ninety feet,90 ft,-1,0.9331626
31,24,20141215-145608-025,68.96,four percent fuel,4%,18,four percent fuel,4%,18,0.927069
31,24,20141215-145613-825,74.76,six feet,6 ft,-1,six six,66 ft,-1,0.9384949
32,1,20141216-140142-362,2.807,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.7977651
32,1,20141216-140146-356,6.801,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.9118876
32,1,20141216-140154-604,15.049,seven percent fuel,7%,4,seven percent fuel,7%,4,0.961981
32,1,20141216-140155-819,16.264,two hundred feet,200 ft,8,three hundred feet,300 ft,5,0.9555612
32,1,20141216-140201-786,22.231,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9585695
32,1,20141216-140210-321,30.766,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.7779742
32,1,20141216-140212-304,32.749,...,0,-1,six percent,6%,9,1
32,1,20141216-140218-149,38.594,six percent fuel,6%,9,six percent fuel,6%,9,0.9514037
32,1,20141216-140223-206,43.651,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9579183
32,1,20141216-140226-826,47.271,ten percent fuel,10%,-1,five percent fuel,5%,13,0.777229
32,1,20141216-140227-848,48.293,a hundred feet,100 ft,17,one hundred forty feet,140 ft,12,0.8848027
32,1,20141216-140232-308,52.753,a hundred feet,100 ft,17,one hundred thirty feet,130 ft,14,0.9549984
32,1,20141216-140237-061,57.506,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.8539816
32,1,20141216-140244-434,64.879,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8054118
32,1,20141216-140245-562,66.007,four percent fuel,4%,18,four percent fuel,4%,18,0.9588667
32,1,20141216-140252-149,72.594,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9134545
32,2,20141216-140312-556,3.071,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.7593604
32,2,20141216-140316-379,6.894,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9397755
32,2,20141216-140320-254,10.769,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.8064788
32,2,20141216-140324-341,14.856,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9527054
32,2,20141216-140325-496,16.011,two hundred feet,200 ft,8,three hundred feet,300 ft,5,0.9289989
32,2,20141216-140331-514,22.029,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9528175
32,2,20141216-140339-809,30.324,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9779956
32,2,20141216-140340-734,31.249,two percent fuel,2%,-1,six percent fuel,6%,9,0.9181514
32,2,20141216-140345-789,36.304,one hundred and ten feet,110 ft,16,one hundred seventy five feet,175 ft,10,0.6463546
32,2,20141216-140352-001,42.516,one fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.675056
32,2,20141216-140357-579,48.094,one forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.6759858
32,2,20141216-140359-106,49.621,time to go,0,-1,five percent fuel,5%,13,0.6689066
32,2,20141216-140401-641,52.156,one hundred thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.7208742
32,2,20141216-140407-456,57.971,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.7711552
32,2,20141216-140413-383,63.898,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.7971259
32,2,20141216-140415-728,66.243,four percent fuel,4%,18,four percent fuel,4%,18,0.956413
32,2,20141216-140422-273,72.788,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9447914
32,2,20141216-140431-388,81.903,...,0,-1,,0,-1,1
32,3,20141216-140444-350,2.743,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9203274
32,3,20141216-140448-565,6.958,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.9306599
32,3,20141216-140453-085,11.478,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.7127908
32,3,20141216-140456-275,14.668,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9076579
32,3,20141216-140457-525,15.918,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.8489817
32,3,20141216-140503-630,22.023,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9542522
32,3,20141216-140507-595,25.988,two hundred and fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.7555884
32,3,20141216-140512-087,30.48,...,0,-1,six percent fuel two hundred feet,"6 %, 200 ft","9, 8",1
32,3,20141216-140519-742,38.135,two percent fuel,2%,-1,six percent fuel,6%,9,0.8344693
32,3,20141216-140520-996,39.389,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.7786031
32,3,20141216-140527-446,45.839,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8325986
32,3,20141216-140529-159,47.552,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9553589
32,3,20141216-140548-536,66.929,...,0,-1,I crashed,0,-1,1
32,3,20141216-140550-449,68.842,...,0,-1,,0,-1,1
32,3,20141216-140603-526,81.919,...,0,-1,everything else was good,0,-1,1
32,3,20141216-140624-624,103.017,fifty,50 ft,-1,again,0,-1,0.7523338
32,3,20141216-140636-576,114.969,one fifty feet,150 ft,11,four hundred fifty feet,450 ft,1,0.8962856
32,3,20141216-140640-841,119.234,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9534975
32,3,20141216-140644-421,122.814,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.9585368
32,3,20141216-140648-394,126.787,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9529042
32,3,20141216-140649-876,128.269,two hundred feet,200 ft,8,three hundred feet,300 ft,5,0.9328353
32,3,20141216-140655-241,133.634,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9572909
32,3,20141216-140659-191,137.584,two hundred and fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.7749201
32,3,20141216-140704-774,143.167,six percent fuel,6%,9,six percent fuel,6%,9,0.7539831
32,3,20141216-140706-157,144.55,two hundred feet,200 ft,8,two hundred feet,200 ft,8,0.9489387
32,3,20141216-140710-428,148.821,a hundred feet,100 ft,17,one hundred seventy five feet,175 ft,10,0.9430614
32,3,20141216-140718-778,157.171,one hundred fifty feet,150 ft,11,one hundred fifty feet,150 ft,11,0.9456444
32,3,20141216-140723-031,161.424,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.8187705
32,3,20141216-140729-031,167.424,one thirty feet,130 ft,14,one thirty feet,130 ft,14,0.6420374
32,3,20141216-140734-518,172.911,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.8480579
32,3,20141216-140742-976,181.369,four percent fuel,4%,18,four percent fuel,4%,18,0.883239
32,3,20141216-140744-013,182.406,ten feet,10 ft,-1,one hundred ten feet,110 ft,16,0.9413663
32,3,20141216-140751-931,190.324,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9114609
32,5,20141216-140812-959,3.116,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.9398396
32,5,20141216-140816-754,6.911,forty feet,40 ft,-1,four hundred feet,400 ft,2,0.7290446
32,5,20141216-140821-131,11.288,three hundred fifty feet,350 ft,3,three hundred fifty feet,350 ft,3,0.924086
32,5,20141216-140824-554,14.711,seven percent fuel,7%,4,seven percent fuel,7%,4,0.7859932
32,5,20141216-140825-729,15.886,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.8080213
32,5,20141216-140831-956,22.113,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9603503
32,5,20141216-140841-381,31.538,two percent fuel,2%,-1,six percent fuel,6%,9,0.9257307
32,5,20141216-140842-324,32.481,hundred feet,100 ft,17,two hundred feet,200 ft,8,0.9783056
32,5,20141216-140854-476,44.633,one fifty feet,150 ft,11,one fifty feet,150 ft,11,0.6676366
32,5,20141216-140900-429,50.586,one hundred forty feet,140 ft,12,one hundred forty feet,140 ft,12,0.9443823
32,5,20141216-140904-781,54.938,one thirty feet,130 ft,14,one hundred thirty feet,130 ft,14,0.6849381
32,5,20141216-140910-666,60.823,one twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.6658717
32,5,20141216-140917-118,67.275,one hundred ten feet,110 ft,16,one hundred ten feet,110 ft,16,0.8507462
32,5,20141216-140918-773,68.93,two,2 ft,-1,fuel,0,-1,0.9220403
32,5,20141216-140927-108,77.265,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9588445
32,5,20141216-140937-129,87.286,three fifty,350 ft,3,three three three,333 ft,-1,0.8802948
32,6,20141216-140949-589,2.835,four hundred fifty feet,450 ft,1,four hundred fifty feet,450 ft,1,0.7632946
32,6,20141216-140953-496,6.742,four hundred feet,400 ft,2,four hundred feet,400 ft,2,0.9699864
32,6,20141216-140957-721,10.967,two hundred fifty feet,250 ft,6,three hundred fifty feet,350 ft,3,0.7998959
32,6,20141216-141001-566,14.812,seven percent fuel,7%,4,seven percent fuel,7%,4,0.9282439
32,6,20141216-141002-656,15.902,three hundred feet,300 ft,5,three hundred feet,300 ft,5,0.9135581
32,6,20141216-141009-759,23.005,two hundred fifty feet,250 ft,6,two hundred fifty feet,250 ft,6,0.9538327
32,6,20141216-141012-699,25.945,two hundred fifty,250 ft,6,two hundred twenty five feet,225 ft,7,0.8961364
32,6,20141216-141017-098,30.344,in a hazard,0,-1,six percent fuel two hundred feet,"6 %, 200 ft","9, 8",0.876987
32,6,20141216-141019-631,32.877,...,0,-1,,0,-1,1
32,6,20141216-141049-298,62.544,one hundred twenty feet,120 ft,15,one hundred twenty feet,120 ft,15,0.9312074
32,6,20141216-141104-768,78.014,one hundred feet,100 ft,17,one hundred feet,100 ft,17,0.9508423
32,7,20141216-141127-359,3.083,one fifty feet,150 ft,11,four hundred fifty feet,450 ft,1,0.6206796
